Titre;Prix;Lien;Source;Annonce-Detectee;Annonce-Deposee;Marque;Modèle;Année;Kilométrage;Boite_Vitesse;Energie;Localisation;Puissance_Fiscale;Etat_Vehicule;Statut;Description;Options;Nb_Options;Transmission;Date_Reference_Annonce;Age_Annonce_Jours
KIA Sportage EX 1.6 l T-GDI 7-DCT 180 cv Boîte auto;115000.0;https://www.automobile.tn/fr/occasion/kia/sportage/127414;automobile.tn;2026-07-13;2026-06-19;Kia;Sportage;2022.0;100000.0;Automatique;Essence;Ben Arous;10.0;;;;;;Traction;2026-06-19;56
Mercedes-Benz Classe A 180 d 2.0d 16V 8G-DCT 116 cv Boîte auto;90000.0;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/125869;automobile.tn;2026-07-13;2026-06-19;Mercedes-Benz;Classe A;2018.0;107500.0;Automatique;Diesel;Sfax;6.0;;;;;;Traction;2026-06-19;56
Renault Kadjar Intens Tce 130 cv Boite Auto;54500.0;https://www.automobile.tn/fr/occasion/renault/kadjar/125777;automobile.tn;2026-07-13;2026-06-19;Renault;Kadjar;2018.0;149000.0;Automatique;Essence;Ben Arous;7.0;;;;;;Traction;2026-06-19;56
Mercedes-Benz Classe E 200 2.0 CGI 16V 7G-TRONIC+ 184 cv Boîte auto;70000.0;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/127326;automobile.tn;2026-07-13;2026-06-19;Mercedes-Benz;Classe E;2014.0;311652.0;Automatique;Essence;Sfax;8.0;;;;;;Propulsion;2026-06-19;56
KIA Sportage Black Edition 1.6 GDi CVVT 16V 4x2 135 cv;54000.0;https://www.automobile.tn/fr/occasion/kia/sportage/127555;automobile.tn;2026-07-13;2026-06-19;Kia;Sportage;2015.0;190000.0;;Essence;Nabeul;8.0;;;;;;Traction;2026-06-19;56
Mercedes-Benz Classe C Avantgarde 180 1.6 i 16V 9G-TRONIC 156 cv Boîte auto;85000.0;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/127554;automobile.tn;2026-07-13;2026-06-19;Mercedes-Benz;Classe C;2017.0;170000.0;Automatique;Essence;Tunis;8.0;;;;;;Propulsion;2026-06-19;56
Peugeot 3008 Allure 1.2 THP Puretech 12V EAT6 S&S 130 cv Boîte auto;60000.0;https://www.automobile.tn/fr/occasion/peugeot/3008/126047;automobile.tn;2026-07-13;2026-06-19;Peugeot;3008;2019.0;120000.0;Automatique;Essence;Ben Arous;7.0;;;;;;Traction;2026-06-19;56
Mercedes-Benz CLA AMG 250 e 1.3 i 16V GPF 218 PHEV 160 cv Boîte auto;134000.0;https://www.automobile.tn/fr/occasion/mercedes-benz/cla/126430;automobile.tn;2026-07-13;2026-06-19;Mercedes-Benz;CLA;2021.0;74000.0;Automatique;Hybride rechargeable essence;Sousse;8.0;;;;;;Traction;2026-06-19;56
Ford Ranger Double Cabine XLT;63000.0;https://www.automobile.tn/fr/occasion/ford/ranger/127551;automobile.tn;2026-07-13;2026-06-19;Ford;Ranger;2015.0;300000.0;;Diesel;Ariana;7.0;;;;;;Intégrale;2026-06-19;56
Citroën C3 Live 1.2 VTi PureTech 12V 82 cv;35000.0;https://www.automobile.tn/fr/occasion/citroen/c3/125362;automobile.tn;2026-07-13;2026-06-19;Citroën;C3;2020.0;61000.0;;Essence;Siliana;4.0;;;;;;Traction;2026-06-19;56
Audi Q3 Sportback S-Line 45e 1.4 TFSI 16V GPF 245 PHEV DSG6 150 cv Boîte auto;125000.0;https://www.automobile.tn/fr/occasion/audi/q3-sportback/127550;automobile.tn;2026-07-13;2026-06-19;Audi;Q3 Sportback;2022.0;104000.0;Automatique;Hybride rechargeable essence;Sfax;8.0;;;;;;Traction;2026-06-19;56
BMW Série 1 114d 1.5 d 12V 95 cv;49000.0;https://www.automobile.tn/fr/occasion/bmw/serie-1-5p/127570;automobile.tn;2026-07-13;2026-06-20;Bmw;Série 1;2017.0;250000.0;;Diesel;Mahdia;5.0;;;;;;Traction;2026-06-20;55
Seat Ibiza Style 1.2 i 12V 60 cv;26600.0;https://www.automobile.tn/fr/occasion/seat/ibiza/127575;automobile.tn;2026-07-13;2026-06-20;Seat;Ibiza;2011.0;220000.0;;Essence;Ariana;5.0;;;;;;Traction;2026-06-20;55
KIA Rio 5p SX 1.2 i-CVVT 16V 84 cv;54000.0;https://www.automobile.tn/fr/occasion/kia/rio-5p/127606;automobile.tn;2026-07-13;2026-06-21;Kia;Rio 5p;2019.0;68000.0;;Essence;Ariana;5.0;;;;;;Traction;2026-06-21;54
Ford Focus Titanium 1.0 SCTi 12V EcoBoost S&S 125 cv;41000.0;https://www.automobile.tn/fr/occasion/ford/focus/127426;automobile.tn;2026-07-13;2026-06-21;Ford;Focus;2016.0;130000.0;;Essence;Tunis;6.0;;;;;;Traction;2026-06-21;54
MG e-HS Luxury Plus 1.5 T-GDI 16V 258 Plug in Hybrid 162 cv Boîte auto;73000.0;https://www.automobile.tn/fr/occasion/mg/ehs/127138;automobile.tn;2026-07-13;2026-06-21;Mg;e-HS;2023.0;105000.0;Automatique;Hybride rechargeable essence;Médenine;8.0;;;;;;Traction;2026-06-21;54
Volkswagen Tiguan Elegance 1.4 L TSI 150 cv Boîte auto;112000.0;https://www.automobile.tn/fr/occasion/volkswagen/tiguan/127604;automobile.tn;2026-07-13;2026-06-21;Volkswagen;Tiguan;2022.0;78000.0;Automatique;Essence;Ben Arous;8.0;;;;;;Traction;2026-06-21;54
Citroën C4 Cactus Feel 1.2 e-THP 12V 110 cv;40000.0;https://www.automobile.tn/fr/occasion/citroen/c4-cactus/127603;automobile.tn;2026-07-13;2026-06-21;Citroën;C4 Cactus;2018.0;67000.0;;Essence;Ben Arous;5.0;;;;;;Traction;2026-06-21;54
Volkswagen Tiguan 2.0 TDi 16V 4Motion DSG7 150 cv Boîte auto;125000.0;https://www.automobile.tn/fr/occasion/volkswagen/tiguan/127558;automobile.tn;2026-07-13;2026-06-20;Volkswagen;Tiguan;2018.0;110000.0;Automatique;Diesel;Sidi Bouzid;8.0;;;;;;Intégrale;2026-06-20;55
KIA Sportage Toit Ouvrant 1.7 CRDi VGT 16V 4x2 115 cv;58000.0;https://www.automobile.tn/fr/occasion/kia/sportage/127601;automobile.tn;2026-07-13;2026-06-20;Kia;Sportage;2014.0;230000.0;;Diesel;Sousse;7.0;;;;;;Traction;2026-06-20;55
MG e-HS Luxury Plus 1.5 T-GDI 16V 258 Plug in Hybrid 162 cv Boîte auto;90500.0;https://www.automobile.tn/fr/occasion/mg/ehs/123799;automobile.tn;2026-07-13;2026-06-20;Mg;e-HS;2023.0;42000.0;Automatique;Hybride rechargeable essence;Sousse;8.0;;;;;;Traction;2026-06-20;55
Mini Cooper 3 portes Pack Chili Cooper S 1.6 i 16V Turbo 184 cv;33200.0;https://www.automobile.tn/fr/occasion/mini/3-portes/127597;automobile.tn;2026-07-13;2026-06-20;Mini;Cooper 3 portes;2013.0;230000.0;;Essence;Sousse;4.0;;;;;;Traction;2026-06-20;55
Peugeot 408 GT;135000.0;https://www.automobile.tn/fr/occasion/peugeot/408-gt/127593;automobile.tn;2026-07-13;2026-06-20;Peugeot;408 GT;2024.0;19000.0;;Essence;Sousse;13.0;;;;;;Traction;2026-06-20;55
Toyota Yaris Cross Hybride Bi-ton 2025 1.5 HSD 12V 116 Hybrid E-CVT 90 cv Boîte auto;73900.0;https://www.automobile.tn/fr/occasion/toyota/yaris-cross/126856;automobile.tn;2026-07-13;2026-06-20;Toyota;Yaris Cross Hybride;2022.0;100000.0;Automatique;Hybride essence;Tunis;6.0;;;;;;Intégrale;2026-06-20;55
Volkswagen Golf 8 Life 1.4 L TSI 150 cv Boîte auto;105000.0;https://www.automobile.tn/fr/occasion/volkswagen/golf-8/118210;automobile.tn;2026-07-13;2026-06-20;Volkswagen;Golf 8;2023.0;50000.0;Automatique;Essence;Ben Arous;8.0;;;;;;Traction;2026-06-20;55
KIA XCeed 1.5 T-GDI 16V GPF DCT7 ISG 159 cv Boîte auto;95000.0;https://www.automobile.tn/fr/occasion/kia/xceed/127581;automobile.tn;2026-07-13;2026-06-20;Kia;XCeed;2022.0;17000.0;Automatique;Essence;Ariana;9.0;;;;;;Traction;2026-06-20;55
Seat Ateca Xperience 1.4 L TSI 150 cv Boîte auto;85000.0;https://www.automobile.tn/fr/occasion/seat/ateca/127580;automobile.tn;2026-07-13;2026-06-20;Seat;Ateca;2023.0;84000.0;Automatique;Essence;Bizerte;8.0;;;;;;Traction;2026-06-20;55
Audi A3 Berline Attraction Plus 1.2 TSI 16V S&S 105 cv;45500.0;https://www.automobile.tn/fr/occasion/audi/a3-berline/127433;automobile.tn;2026-07-13;2026-06-20;Audi;A3 Berline;2014.0;160000.0;;Essence;La Manouba;5.0;;;;;;Traction;2026-06-20;55
Jeep Compass Limited 1.3 16V Turbo MultiAir 2WD DCT6 S&S 150 cv Boîte auto;120120.0;https://www.automobile.tn/fr/occasion/jeep/compass/123701;automobile.tn;2026-07-13;2026-06-20;Jeep;Compass;2022.0;60000.0;Automatique;Essence;Sfax;8.0;;;;;;Traction;2026-06-20;55
Fiat Palio Fire;18800.0;https://www.automobile.tn/fr/occasion/fiat/palio/127547;automobile.tn;2026-07-13;2026-06-19;Fiat;Palio;2010.0;245000.0;;Essence;Tunis;4.0;;;;;;Traction;2026-06-19;56
Volvo XC60 D3 Drive 2.0 TDi 20V DPF Geartronic6 163 cv Boîte auto;52000.0;https://www.automobile.tn/fr/occasion/volvo/xc60/126639;automobile.tn;2026-07-13;2026-06-19;Volvo;XC60;2012.0;252000.0;Automatique;Diesel;Ariana;10.0;;;;;;Traction;2026-06-19;56
Geely GX3 1.5 L 107 cv;45000.0;https://www.automobile.tn/fr/occasion/geely/gx3/127546;automobile.tn;2026-07-13;2026-06-19;Geely;GX3;2021.0;67000.0;;Essence;Ariana;6.0;;;;;;Traction;2026-06-19;56
Volkswagen Jetta Highline 1.2 TSi 105 cv;35000.0;https://www.automobile.tn/fr/occasion/volkswagen/jetta/124478;automobile.tn;2026-07-13;2026-06-18;Volkswagen;Jetta;2011.0;293000.0;;Essence;Sfax;6.0;;;;;;Traction;2026-06-18;57
KIA Rio 5p SX 1.2 i-CVVT 16V 85 cv;60000.0;https://www.automobile.tn/fr/occasion/kia/rio-5p/127512;automobile.tn;2026-07-13;2026-06-18;Kia;Rio 5p;2021.0;24935.0;;Essence;Jendouba;5.0;;;;;;Traction;2026-06-18;57
KIA Rio 5p GT-Line 1.2 i-CVVT 16V ISG 84 cv;54000.0;https://www.automobile.tn/fr/occasion/kia/rio-5p/127505;automobile.tn;2026-07-13;2026-06-18;Kia;Rio 5p;2021.0;111000.0;;Essence;Tunis;5.0;;;;;;Traction;2026-06-18;57
Ssangyong Tivoli Confort 160 1.6 e-XGi 16V 2WD 128 cv Boîte auto;48000.0;https://www.automobile.tn/fr/occasion/ssangyong/tivoli/127465;automobile.tn;2026-07-13;2026-06-18;Ssangyong;Tivoli;2015.0;46000.0;Automatique;Essence;Tunis;8.0;;;;;;Traction;2026-06-18;57
Ford Focus Trend 1.0 SCTi 12V EcoBoost S&S 125 cv;33000.0;https://www.automobile.tn/fr/occasion/ford/focus/127500;automobile.tn;2026-07-13;2026-06-17;Ford;Focus;2015.0;190000.0;;Essence;Ben Arous;6.0;;;;;;Traction;2026-06-17;58
Peugeot 5008 GT Gt line 1.5 BlueHDi EAT8 S&S 130 cv Boîte auto;97500.0;https://www.automobile.tn/fr/occasion/peugeot/5008-gt-line/127495;automobile.tn;2026-07-13;2026-06-17;Peugeot;5008 GT;2021.0;167000.0;Automatique;Diesel;Ben Arous;7.0;;;;;;Traction;2026-06-17;58
Audi Q3 Sportback S-Line 35 1.5 TFSI 16V GPF DSG7 150 cv Boîte auto;125000.0;https://www.automobile.tn/fr/occasion/audi/q3-sportback/127492;automobile.tn;2026-07-13;2026-06-17;Audi;Q3 Sportback;2020.0;110000.0;Automatique;Essence;Tunis;9.0;;;;;;Traction;2026-06-17;58
Renault Kadjar Intens 1.2 Tce 16V FWD 131 cv;49000.0;https://www.automobile.tn/fr/occasion/renault/kadjar/127488;automobile.tn;2026-07-13;2026-06-17;Renault;Kadjar;2019.0;157000.0;;Essence;Ariana;7.0;;;;;;Traction;2026-06-17;58
Fiat Tipo 5 portes Entry 1.4L 95 cv;45000.0;https://www.automobile.tn/fr/occasion/fiat/tipo/127487;automobile.tn;2026-07-13;2026-06-17;Fiat;Tipo 5 portes;2021.0;155000.0;;Essence;Kasserine;5.0;;;;;;Traction;2026-06-17;58
BMW X1 Business Line 18i sDrive 1.5 i 12V Steptronic 136 cv Boîte auto;72900.0;https://www.automobile.tn/fr/occasion/bmw/x1/126830;automobile.tn;2026-07-13;2026-06-17;Bmw;X1;2017.0;99000.0;Automatique;Essence;Tunis;7.0;;;;;;Traction;2026-06-17;58
Alfa Romeo Mito 1.4 MPI 16V S&S 78 cv;24000.0;https://www.automobile.tn/fr/occasion/alfa-romeo/mito/126551;automobile.tn;2026-07-13;2026-06-17;Alfa Romeo;Mito;2010.0;245000.0;;Essence;Tunis;5.0;;;;;;Traction;2026-06-17;58
Audi Q5 Design Luxe 2.0 TFSI 16V Quattro S Tronic7 211 cv Boîte auto;60000.0;https://www.automobile.tn/fr/occasion/audi/q5/127484;automobile.tn;2026-07-13;2026-06-17;Audi;Q5;2010.0;274000.0;Automatique;Essence;Tunis;13.0;;;;;;Intégrale;2026-06-17;58
Volkswagen Golf 7 1.4 TSI 16V Blue Motion S&S 122 cv;43100.0;https://www.automobile.tn/fr/occasion/volkswagen/golf-7/127482;automobile.tn;2026-07-13;2026-06-17;Volkswagen;Golf 7;2013.0;264000.0;;Essence;Ben Arous;5.0;;;;;;Traction;2026-06-17;58
Volkswagen Passat Confort 1.9 TDi FAP 105 cv;35008.0;https://www.automobile.tn/fr/occasion/volkswagen/passat/127479;automobile.tn;2026-07-13;2026-06-17;Volkswagen;Passat;2008.0;200000.0;;Diesel;Monastir;7.0;;;;;;Traction;2026-06-17;58
BMW Série 3 Luxury Line 316i 1.6 16V 136 cv;61000.0;https://www.automobile.tn/fr/occasion/bmw/serie-3/126488;automobile.tn;2026-07-13;2026-06-17;Bmw;Série 3;2014.0;123000.0;;Essence;Tunis;7.0;;;;;;Propulsion;2026-06-17;58
KIA Stonic;65000.0;https://www.automobile.tn/fr/occasion/kia/stonic/126553;automobile.tn;2026-07-13;2026-06-18;Kia;Stonic;2021.0;49000.0;;Essence;Sfax;4.0;;;;;;Traction;2026-06-18;57
Dongfeng S50 Luxury 1.6 L CVT 122 cv Boîte auto;43000.0;https://www.automobile.tn/fr/occasion/dongfeng/s50/127516;automobile.tn;2026-07-13;2026-06-18;Dongfeng;s50;2021.0;125000.0;Automatique;Essence;Sfax;7.0;;;;;;Traction;2026-06-18;57
BMW Série 3 Business Line 318i 1.5 16V 136 cv;59000.0;https://www.automobile.tn/fr/occasion/bmw/serie-3/125825;automobile.tn;2026-07-13;2026-06-18;Bmw;Série 3;2016.0;180000.0;;Essence;Béja;7.0;;;;;;Propulsion;2026-06-18;57
Citroën C4;30000.0;https://www.automobile.tn/fr/occasion/citroen/c4/127520;automobile.tn;2026-07-13;2026-06-18;Citroën;C4;2015.0;221569.0;;Essence;Nabeul;6.0;;;;;;Propulsion;2026-06-18;57
Mercedes-Benz Classe A Urban 180 1.6 Ti 16V 7G-DCT 122 cv Boîte auto;47000.0;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/126844;automobile.tn;2026-07-13;2026-06-19;Mercedes-Benz;Classe A;2015.0;170000.0;Automatique;Essence;Tunis;6.0;;;;;;Traction;2026-06-19;56
Mercedes-Benz GLC Pack Off Road 300 e 2.0 i 16V 320 EQ Power 4MATIC 9G-TRONIC 211 cv Boîte auto;160000.0;https://www.automobile.tn/fr/occasion/mercedes-benz/glc/126888;automobile.tn;2026-07-13;2026-06-19;Mercedes-Benz;GLC;2021.0;62000.0;Automatique;Hybride rechargeable essence;Béja;12.0;;;;;;Intégrale;2026-06-19;56
Dongfeng Shine Max Hybride;82000.0;https://www.automobile.tn/fr/occasion/dongfeng/shine-max/127400;automobile.tn;2026-07-13;2026-06-19;Dongfeng;Shine Max Hybride;2025.0;9500.0;;Hybride essence;Ariana;9.0;;;;;;Traction;2026-06-19;56
BMW X1 Sport Line 18i sDrive 1.5 i 12V Steptronic 136 cv Boîte auto;79000.0;https://www.automobile.tn/fr/occasion/bmw/x1/127544;automobile.tn;2026-07-13;2026-06-19;Bmw;X1;2018.0;130000.0;Automatique;Essence;Tunis;7.0;;;;;;Traction;2026-06-19;56
BMW Série 3 Access 316i 1.6 i 16V 116 cv;47000.0;https://www.automobile.tn/fr/occasion/bmw/serie-3/127543;automobile.tn;2026-07-13;2026-06-19;Bmw;Série 3;2010.0;215000.0;;Essence;Sousse;7.0;;;;;;Traction;2026-06-19;56
Citroën C3;21000.0;https://www.automobile.tn/fr/occasion/citroen/c3/127542;automobile.tn;2026-07-13;2026-06-19;Citroën;C3;2013.0;;;Diesel;Bizerte;4.0;;;;;;Traction;2026-06-19;56
Toyota RAV 4 Active 2.0 D-4D 16V 2WD 143 cv;110000.0;https://www.automobile.tn/fr/occasion/toyota/rav-4/122687;automobile.tn;2026-07-13;2026-06-18;Toyota;RAV4;2018.0;10850.0;;Diesel;Tunis;7.0;;;;;;Intégrale;2026-06-18;57
Volkswagen Golf 8 Drive 1.0 TSi 12V BMT 110 cv;75000.0;https://www.automobile.tn/fr/occasion/volkswagen/golf-8/127607;automobile.tn;2026-07-13;2026-06-21;Volkswagen;Golf 8;2021.0;100000.0;;Essence;Kairouan;6.0;;;;;;Traction;2026-06-21;54
Citroën C3 Live 1.2 VTi PureTech 12V 82 cv;33000.0;https://www.automobile.tn/fr/occasion/citroen/c3/127534;automobile.tn;2026-07-13;2026-06-18;Citroën;C3;2020.0;107000.0;;Essence;Tunis;4.0;;;;;;Traction;2026-06-18;57
Hyundai Creta GLS 1.6 l 123 cv Boîte auto;69000.0;https://www.automobile.tn/fr/occasion/hyundai/creta/127532;automobile.tn;2026-07-13;2026-06-18;Hyundai;Creta;2020.0;128000.0;Automatique;Essence;Tunis;7.0;;;;;;Traction;2026-06-18;57
BMW Série 1 Pack M 118d 2.0 d 16V 122cv;25500.0;https://www.automobile.tn/fr/occasion/bmw/serie-1-5p/127531;automobile.tn;2026-07-13;2026-06-18;Bmw;Série 1;2005.0;398000.0;;Diesel;Tunis;7.0;;;;;;Propulsion;2026-06-18;57
Seat Leon Xcellence 1.4 TSI 150 cv Boîte auto;84500.0;https://www.automobile.tn/fr/occasion/seat/leon/126220;automobile.tn;2026-07-13;2026-06-18;Seat;Leon;2022.0;101000.0;Automatique;Essence;Tunis;8.0;;;;;;Traction;2026-06-18;57
Renault Megane 1.2 TCe 16V 130 cv;45900.0;https://www.automobile.tn/fr/occasion/renault/megane/124809;automobile.tn;2026-07-13;2026-06-18;Renault;Megane;2020.0;107000.0;;Essence;Tunis;7.0;;;;;;Traction;2026-06-18;57
Seat Leon Design 1.2 TSI 16V 110 cv;58000.0;https://www.automobile.tn/fr/occasion/seat/leon/127528;automobile.tn;2026-07-13;2026-06-18;Seat;Leon;2020.0;119000.0;;Essence;Sfax;6.0;;;;;;Traction;2026-06-18;57
KIA XCeed 1.5 T-GDI 16V GPF DCT7 ISG 159 cv Boîte auto;99000.0;https://www.automobile.tn/fr/occasion/kia/xceed/127525;automobile.tn;2026-07-13;2026-06-18;Kia;XCeed;2022.0;17000.0;Automatique;Essence;Tunis;9.0;;;;;;Traction;2026-06-18;57
Mitsubishi Attrage Populaire 1.2 L BVM 78 cv;41000.0;https://www.automobile.tn/fr/occasion/mitsubishi/attrage/127521;automobile.tn;2026-07-13;2026-06-18;Mitsubishi;Attrage;2024.0;39900.0;;Essence;Tunis;4.0;;;;;;Traction;2026-06-18;57
Volkswagen Golf 5 Confort;33000.0;https://www.automobile.tn/fr/occasion/volkswagen/golf-5/127533;automobile.tn;2026-07-13;2026-06-18;Volkswagen;Golf 5;2008.0;283000.0;;Essence;Ariana;5.0;;;;;;Traction;2026-06-18;57
Toyota RAV 4 2.0 L 4x2 146 cv Boîte auto;75000.0;https://www.automobile.tn/fr/occasion/toyota/rav-4/127610;automobile.tn;2026-07-13;2026-06-21;Toyota;RAV4;2016.0;230000.0;Automatique;Essence;Tunis;9.0;;;;;;Traction;2026-06-21;54
Jeep Renegade Limited 1.4 Turbo 4x2 140 cv Boîte auto;73000.0;https://www.automobile.tn/fr/occasion/jeep/renegade/126741;automobile.tn;2026-07-13;2026-06-21;Jeep;Renegade;2020.0;85000.0;Automatique;Essence;Ariana;8.0;;;;;;Traction;2026-06-21;54
Audi A3 Sportback 40 1.4 TFSIe 16V 204 Plug in Hybrid S Tronic6 150 cv Boîte auto;90000.0;https://www.automobile.tn/fr/occasion/audi/a3-sportback/127493;automobile.tn;2026-07-13;2026-06-21;Audi;A3 Sportback;2022.0;44000.0;Automatique;Hybride rechargeable essence;Sousse;8.0;;;;;;Traction;2026-06-21;54
Volkswagen Golf 7 Smartline 1.2 TSI 16V S&S 110 cv;58000.0;https://www.automobile.tn/fr/occasion/volkswagen/golf-7/127059;automobile.tn;2026-07-13;2026-06-24;Volkswagen;Golf 7;2016.0;128000.0;;Essence;Ariana;5.0;;;;;;Traction;2026-06-24;51
Mercedes-Benz Classe C Avantgarde 180 CGI 1.6 16V 7G-TRONIC+ 156 cv Boîte auto;90000.0;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/126496;automobile.tn;2026-07-13;2026-06-24;Mercedes-Benz;Classe C;2018.0;125000.0;Automatique;Essence;Tunis;8.0;;;;;;Propulsion;2026-06-24;51
Peugeot 3008 Allure 1.2 THP Puretech 12V EAT6 S&S 130 cv Boîte auto;67000.0;https://www.automobile.tn/fr/occasion/peugeot/3008/127385;automobile.tn;2026-07-13;2026-06-24;Peugeot;3008;2020.0;76000.0;Automatique;Essence;Tunis;7.0;;;;;;Traction;2026-06-24;51
Chery Tiggo 8 1.5 T DCT 147 cv Boîte auto;68000.0;https://www.automobile.tn/fr/occasion/chery/tiggo-8/127595;automobile.tn;2026-07-13;2026-06-24;Chery;Tiggo 8;2022.0;49000.0;Automatique;Essence;Tunis;9.0;;;;;;Traction;2026-06-24;51
Dacia Duster 1.5 dCi 4x4 90 cv;39000.0;https://www.automobile.tn/fr/occasion/dacia/duster/127694;automobile.tn;2026-07-13;2026-06-24;Dacia;Duster;2012.0;300000.0;;Diesel;Tunis;5.0;;;;;;Intégrale;2026-06-24;51
Citroën C15 D 1.9 D Fourgon 60cv;8000.0;https://www.automobile.tn/fr/occasion/citroen/c15/127693;automobile.tn;2026-07-13;2026-06-24;Citroën;C15;2004.0;400000.0;;Diesel;Jendouba;7.0;;;;;;Propulsion;2026-06-24;51
Ford Focus Trend Sport 1.5 SCTi 12V EcoBoost 150 cv Boîte auto;80000.0;https://www.automobile.tn/fr/occasion/ford/focus/127682;automobile.tn;2026-07-13;2026-06-24;Ford;Focus;2021.0;70000.0;Automatique;Essence;Monastir;8.0;;;;;;Traction;2026-06-24;51
Mercedes-Benz CLA AMG Edition 1 250 e 1.3 i 16V GPF 218 PHEV 160 cv Boîte auto;170000.0;https://www.automobile.tn/fr/occasion/mercedes-benz/cla/127039;automobile.tn;2026-07-13;2026-06-24;Mercedes-Benz;CLA;2024.0;4500.0;Automatique;Hybride rechargeable essence;Mahdia;9.0;;;;;;Traction;2026-06-24;51
Ford Ecosport Titanium 1.0 SCTi EcoBoost 12V S&S 125 cv Boîte auto;55000.0;https://www.automobile.tn/fr/occasion/ford/ecosport/127691;automobile.tn;2026-07-13;2026-06-24;Ford;EcoSport;2018.0;75600.0;Automatique;Essence;Ariana;7.0;;;;;;Traction;2026-06-24;51
Mercedes-Benz CLA Urban 180 1.6 i 16V Turbo 7G-DCT 122 cv Boîte auto;73000.0;https://www.automobile.tn/fr/occasion/mercedes-benz/cla/127352;automobile.tn;2026-07-13;2026-06-23;Mercedes-Benz;CLA;2017.0;195000.0;Automatique;Essence;Nabeul;7.0;;;;;;Traction;2026-06-23;52
Seat Leon Style 1.2 TSI 16V S&S 110 cv;64000.0;https://www.automobile.tn/fr/occasion/seat/leon/127684;automobile.tn;2026-07-13;2026-06-23;Seat;Leon;2019.0;115000.0;;Essence;Ariana;6.0;;;;;;Traction;2026-06-23;52
Hyundai Tucson High Grade 1.6 TGDi 16V 265 Plug in Hybrid 4WD 179 cv Boîte auto;120000.0;https://www.automobile.tn/fr/occasion/hyundai/tucson/127397;automobile.tn;2026-07-13;2026-06-23;Hyundai;Tucson;2022.0;40000.0;Automatique;Hybride rechargeable essence;Ben Arous;10.0;;;;;;Intégrale;2026-06-23;52
MG HS Trophy 1.5 162 cv Boîte auto;80000.0;https://www.automobile.tn/fr/occasion/mg/hs/125765;automobile.tn;2026-07-13;2026-06-23;Mg;HS;2022.0;73000.0;Automatique;Essence;Ariana;9.0;;;;;;Traction;2026-06-23;52
Audi A4 1.8 TFSi 16V 120 cv;34000.0;https://www.automobile.tn/fr/occasion/audi/a4/127649;automobile.tn;2026-07-13;2026-06-23;Audi;A4;2010.0;200000.0;;Essence;Ben Arous;7.0;;;;;;Traction;2026-06-23;52
Renault Captur 1.5 Blue dCi DPF S&S 115 cv;62000.0;https://www.automobile.tn/fr/occasion/renault/captur/127678;automobile.tn;2026-07-13;2026-06-23;Renault;Captur;2021.0;150000.0;;Diesel;Sousse;5.0;;;;;;Traction;2026-06-23;52
Chery Tiggo 2 Confort 1.5 106 cv;43000.0;https://www.automobile.tn/fr/occasion/chery/tiggo-2/127699;automobile.tn;2026-07-13;2026-06-24;Chery;Tiggo 2;2020.0;46000.0;;Essence;Ben Arous;6.0;;;;;;Traction;2026-06-24;51
Ssangyong Tivoli Classic 160 1.6 e-XGi 16V 2WD 128 cv;39000.0;https://www.automobile.tn/fr/occasion/ssangyong/tivoli/127098;automobile.tn;2026-07-13;2026-06-24;Ssangyong;Tivoli;2016.0;160000.0;;Essence;Ariana;7.0;;;;;;Traction;2026-06-24;51
Suzuki Jimny 3 portes GL AllGrip 1.5 VVT 16V 4WD 102 cv;73000.0;https://www.automobile.tn/fr/occasion/suzuki/jimny/126631;automobile.tn;2026-07-13;2026-06-24;Suzuki;Jimny 3 portes;2019.0;182000.0;;Essence;Ariana;6.0;;;;;;Intégrale;2026-06-24;51
Ford Fiesta Titanium 1.2 i 16V 75 cv;17000.0;https://www.automobile.tn/fr/occasion/ford/fiesta/127677;automobile.tn;2026-07-13;2026-06-24;Ford;Fiesta;2005.0;330000.0;;Essence;Ben Arous;5.0;;;;;;Traction;2026-06-24;51
Hyundai Grand i10 High Grade 1.2 83cv;37000.0;https://www.automobile.tn/fr/occasion/hyundai/grand-i10/127729;automobile.tn;2026-07-13;2026-06-25;Hyundai;Grand i10;2020.0;146000.0;;Essence;Le Kef;5.0;;;;;;Traction;2026-06-25;50
Audi A5 Sportback S-Line 1.8 TFSi 16V Multitronic 177 cv Boîte auto;68500.0;https://www.automobile.tn/fr/occasion/audi/a5-sportback/126129;automobile.tn;2026-07-13;2026-06-25;Audi;A5 Sportback;2016.0;140000.0;Automatique;Essence;Ben Arous;10.0;;;;;;Traction;2026-06-25;50
